id,date,text
188,2024-03-30,когда в торчовом модуле линейные слои реализованы через матричное умножение на параметер а не через nnlinear
189,2024-03-30,пояснение к приколу выше многие методы dataaware квантизациипрунинга зиждятся на forward хуках поверх nnlinear nnconvd
190,2024-03-30,что вам мешало cделать nnmodulelist из nnlinear
191,2024-03-31,очередная статья про квантизацию но в другом контексте вариационные автокодировщики с дискретными латентными кодами показали себя в качесте неплохих генеративных моделей кроме того их способность эффективно представлять высокоразмерные данные лежит в основе латентных диффузионных моделей однако обучение vqvae довольно нетривиальная задача требующая тонкой настройки в отсутствие специальных манипуляций активации отображаются в кодовых векторов в то время как основная масса кодов сидит и грустит приходится накладывать регуляризацию чтобы заметать кодовую книгу коды обновляются через также требует определенных вычислительных затрат в этой работе предложили использовать фиксированную решетку для квантования представлений входные активации отображаются в некоторый гиперкуб с заданным числом узлов вдоль каждой размерности чтобы ограничить диапазон принимаемых значений ко входу применяют округление к ближайшему целому всевозможные узлы в этой решетке те размер кодовой книги ld размерность латентного пространства причем размерность пространства небольшая не более 10 во всех экспериментах достоинством подхода является нужно просто найти нужный узел на решетке зная координаты и меньшее число хотя коды и так мало весят по сравнению с энкодером и декодером как и стандартном vae квантование недифференцируемо и потому градиент пробрасывается через ste метод валидируют на архитектурах генерация изображений и оценка глубины на малом числе кодовых векторов стандартная формулировка работает немного лучше с увеличением числа кодов vqvae общего вида начинает страдать в качестве в то время как у fsq метрики монотонно уменьшаются по fid оптимальное качество fsq на одном уровне с vq fsq задействует кодовые векторы в то время как у базового vq есть неиспользуемые коды на depth estimation метрики также на одном уровне с vqvae общего вида занятно что в области vqvae пошли в противоположную сторону от текущих трендов квантизации llm от более общей векторной квантизации к скалярной интересно насколько полученные коды хороши для обучения латентных диффузионных моделей
192,2024-04-01,уральский умелец собрал рассказы и премудрости своего деда перевел их на английский дообучил на этом mixtral8x7b и вырвался на первую строчку openllmleaderboard c большим отрывом
193,2024-04-02,хотите вы протестировать фунциональность вашего кода на какойто новомодной llmке но десятки а то и сотни гигов качать впадлу да и если раздебаг на колабе банально и не влезет кроме того при прогонке кода обычно приходится ждать пока чекпоинт подгрузится да и прогонка активаций через большую модель занимает время решение простое 1 cоздаете модель через 2 урезаете число слоев и ширину модели 3 вуаля можете хоть на cpu гонять допер только на днях до этого гонял llama27b в большинстве тестов
194,2024-04-05,не у одного меня бомбануло с этой особенности dbrx и ребята подняли в репозитории модели пользователи жалуются на отсутствие возможности конвертации в формат и обучения поверх экспертов потому один умелец приготовил модель где эксперты используют
195,2024-04-05,кода нет а и tpuv5 у вас есть такие согласно которым чем больше модель и чем больше количество данных на которых она училась тем лучше ее качество или некий эрзац качества для llm уже вышло множество работ по данной теме и выработаны computeoptimal рецепты обучения но для систематического исследования до сих по не проводилось и ребята с вооруженные решили заполнить зияющую пустоту в качестве базовой модели берут от 866m и меняют его ширину глубина постоянная и таким образом получают семейство моделей от до параметров модели обучают на проприетарном датасете из пар изображений и описаний к ним отфильтрованном по эстетике базовые настройки сэмплера солвер с шагами и исследуют следующие задачи 1 text2image генерация 2 superresolution через дообучение модели из 1 следуя постановке из 3 dreambooth поверх модели из 1 1 для оценки качества используют по традиции и в области некоторого среднего бюджета обучения модели разных размеров выдают примерно одни и те же метрики но при наличии значительного объёма вычислительных ресурсов размер начинает играть значение и самая большая модель побеждает своих меньших собратьев для 5b модели пришлось прибегнуть к так как при стандартном обучении с модель с состояниями оптимизатора не влезает в tpuv5 совсем маленькие модели генерируют дефектные картинки но начиная с нескольких сот миллионов параметров качество генераций моделей примерно на одном уровне по ощущениям 2 на downstream задачах размер моделей играет уже более существенную роль в 4x image superresolution большие модели даже при заданном бюджете обучения заметно выигрывают по fid однако по lpips модели разного размера с фиксированным training compute сравниваются 3 большие модели ожидаемо выдают более качественные генерации
196,2024-04-05,далее авторы исследуют зависимость качества генераций от cfg_scale для разных размеров моделей и количества шагов сэмплирования выводы следующие 1 чем шагов сэмплирования тем оптимальный cfg scale 2 чем модель тем оптимальный cfg scale при генерации с фиксированным ограничением на flops модели на малых бюджетах показывают себя больших то есть лучше сделать больше шагов меньшей моделью чем меньше большей выводы справедливы как для семплера так и для более навороченного возникает следующая мысль оказывается что модель с шагов сэмплирования может выдавать качество что и в 4 шага в качестве алгоритма дистилляции используют на downstream superresolution задаче при малых бюджетах малые модели предпочтительнее но с ослаблением ограничений ожидаемо выгоднее становится брать более крупные ибо малые упираются в потолок по качеству довольно интересное и содержательное исследование на мой взгляд самый практически интересный результат работы в том что при жестких ограничениях на бюджет генерации предпочтительнее уменьшать модель чем число шагов генерации однако исследование ограничительно тем что использует метрики которые могут плохо кореллировать с human perception и полноценная валидация предполагает sbsы тем более что у гугла деньги на это есть
197,2024-04-06,некоторое время назад здесь мы разбирали работу с довольно спорными заявлениями и сейчас откатимся немного назад в прошлое и рассмотрим исходный метод квантизации 1 есть методы квантизации roundtonearest bnb квантование не требующие входных данных 2 есть методы spqr quip aqlm и др которые ищут конфигурацию квантованных весов оптимизирующую ошибку на данных вторая группа методов обычно точнее по качеству но более вычислительно затратна кроме того имеет место переобучение под калибровочные данные в данной работе предлагают метод якобы гарантирующий одновременно хорошее качество и не требующих никаких данных исходная функция ошибки норма которая устойчива к выбросам характерным для больших языковых моделей квантизации фиксируют и оптимизируют однако в исходном виде задача плохо решается изза потому авторы вводят вспомогательную переменную которая в оптимуме равна разнице между исходными и квантованными весами и решают полученную задачу поочередно оптимизируя скейлы и фиктивную переменную согласно заявлениям авторов метод сходится за пару десятков итераций метод валидируют на моделях семейства llama2 и openclip vitах в первом случае замеряют перплексию на wikitext2 а во втором качество и 8битная квантизация работает без просадки по качеству 4битная с небольшой 2 и 3 битные квантизации уже заметно просаживаются по сравнению с fp16 но все еще выдают стабильный результат но тут есть нюанс 2х и 3х битные квантизации используют малые группы 64 для 3битной и 16 32 для 2битной в одной постановке scale хранится в 16 битах в другой квантуется в 8 бит потому это на самом деле 35 бита на параметр а 3 бита работает метод быстро 1 минута для llama27b13b и 4 минуты для llama270b на 1ой a100 vitb заметно просаживается по качеству при квантовании но его большие собратья vitl vith сохраняют неплохие метрики даже при 2битной квантизации размер группы не уточняется потому непонятно настоящие это 2 бита или 3 с лишним на текущий момент данный метод наверное лучший среди dataagnostic методов квантизации тем не менее без информации о входном распределении данных хорошее качество при высокой степени сжатия модели недостижимо
198,2024-04-09,исследователи со всего мира уже многие годы ищут оптимальную по скорости и качеству парадигму генерации нынче самая ходовая тема со своими достоинствами и недостатками но на ней клином свет не сошелся и целесобразно рассматривать и альтернативу некоторые время назад на свет появились для генерации мотивированные успехом больших языковых моделей однако они не приобрели столь большой популярности как диффузионки изза худшего качества и медленной генерации генерить токен за токеном долгую последовательность долго и утомительно вычислительная сложность у тех кто не знает что можно кэшировать keys и values и чуваки решили пересмотреть так чтобы они работали быстро и эффективно суть метода в следующем изображение кодируют автокодировщиком где каждый уровень представлен в виде некоторой в некотором смысле подобная схема напоминает сначала пытаются приблизить одним токеном насколько возможно исходную картинку затем увеличивают feature map и уже приближают residual и так вплоть до максимального разрешения токены лежат в некотором обучаемом кодбуке и на этапе квантования токен полученный некоторой проекцией приближается к ближайшему вектору из кодовой книги словарь общий для всех уровней иерархии автокодировщик обучается на взвешенную сумму l2 лосса адверсариального лосса и lpips генерация выглядит так на каждом уровне за раз генерируются токенов соответствующих данному уровню обуславливаясь на все токены с прошлых уровней таким образом нужно делать порядка logn проходов вместо n2 что является безусловным прогрессом в качестве модели берут обычный трансформер без модных финтифлюшек типа swiglu rope и прочих приблуд а старый дедовский gpt2like c разницей лишь в том что вместо обычных используются обусловленные на класс
199,2024-04-09,подход валидируют на classconditional генерации на imagenet1k в разрешении 256x256 и 512x512 если смотреть на графики fid на figure 1 складывается впечатления что вообще красота победа c разгромным счетом на ditбейзлайнами однако взгляд придирчивого читателя обнаружит некие нюансы в таблице их лучшая модель генерирует изображение 256x256 за 1 секунду а на графике будто бы за 03 сек если бахнуть stylegan2 styleganxl на этот график то те будут смотреться паретооптимальнее их модельки хотя о чем вообще базар мера оверфита под по неплохо но не лучше всех на 512x512 тоже все солидно опережают dit далее показывают что модель демонстрирует ярко выраженные хорошую масштабируемость встает вопрос а у чего нет визуально качество с размером модели тоже улучшается малые модели генерируют дефектные изображения а большие уже вполне добротные еще модель может в inpainting outpainting и classconditional editing в ablation показывают следующее 1 var парадигма рулит по сравнению с ar 2 adaln чутка накидывает по сравнению с unconditional ln 3 topk sampling тоже накидывает 4 cfgнакидывает хоть тут и не диффузия но тоже можно определить его подобным образом 5 увеличение размера тоже накидывает прикольная и интересная идея но непонятно насколько масштабируется на более сложную задачу text2image диффузии есть опасение что одношаговый алгоритм генерации будет страдать разнообразием по сравнению с современными диффузионными моделями а может регулирование сэмплирования даст разнообразие в той степени какой оно нужно для целевого приложения
200,2024-04-09,папира про на контент следующий 1 описание модели 2 описание пайплайна подготовки данных 3 описание сетапа обучения 4 scaling laws 5 исследование влияния качества данных fid не замеряем
201,2024-04-09,картиночки
202,2024-04-10,эксперименты и результаты в статьях по современным генеративным моделям будь то новая парадигма генерации постановка диффузии или архитектурное новвоведение натокнули на следующую мысль самый низкий хреновый показатель по упомянутым неоднократно причинам интуитивно хочется следующего чтобы при подаче конкретного класса будь то рыба собака или велосипед генерировалась эта рыба собака или велосипед без дефектов ну и на какомто разумном фоне вопрос эстетичности особо не стоит ибо imagenet1k не проходил фильтрации по эстетичности и иным аспектам а требовать генерировать от модели лучше чем то что она видела в данных мы обьективно не можем что посеешь то и пожнешь как говорится в идеале хороший классификатор должен распознавать генерации как целевой класс но добиться этого со точностью нельзя изза ошибок в разметке imagenet и спорности самой разметки на мой взгляд нельзя утверждать что конкретная модель является по classconditional генерации на imagenet1k можно лишь утверждать что она решает задачу или
203,2024-04-11,конечно сказать наверняка нельзя но сильные результаты моделей большая из которых вошла в десятку на и даже обошла некоторые версии gpt4 наводят на мысль что и сама gpt4 может быть не такой уж огромной и даже одного порядка по размеру с gpt3 параметров а помните что gpt4 это якобы смесь экспертов с параметров инферить которую придется на нескольких хостах полагаю что все же основной прирост был за счет большего количества данных лучшей их фильтрации и предобработки маленьких секретиков по instructiontuning rlhf с достаточным количеством разнообразных инструкций и обширным подбором ассессоров из разнообразных групп
204,2024-04-11,к дискуссии о размере модели и стоимости инференса и отличаются в 3 раза по размеру примерно столько же по flops но по стоимости генерации входных токенов в 6 раз а выходных в 10 по всей видимости скейлинг стоимости модели и инференса полагаю уместно предположить что как более известный бренд берет большую наценку чем таблица стоимости токенов ниже 1 gpt35 turbo gpt35turbo0125 2 gpt4 gpt4 не 32к кпд думайте подписаться
205,2024-04-13,выложили квантованную версию меньшей из не без просадки в качестве но зато замерили на чуть более пацанских бенчмарках почему чекпоинт весит целых 1 хотя больший по числу параметров 45b параметров занимает все дело в она же
206,2024-04-14,by локальный инференс больших языковых моделей на пользовательском железе пользуется большим спросом и за последние два года на свет появилось множество движков для локального инференса и так как llmки нынче большие приходится пользоваться их версией один из самых известных и популярных движков от turpoderp библиотечка суть standalone реализация на llama и некоторых ее производных 1 использует vanilla для квантования моделей 2 в отличие от первой версии позволяет квантовать слои в бит по отдельности и иметь разную битность даже в пределах одного слоя потому можно произвести модель любой битности от 2 до 8 метод создает несколько сжатых версий данного слоя и в итоге выбирается конфигурация ошибку квантизации на выходе при заданном целевое железо серий на более старых моделях движок не так эффективен как утверждает сам творец на хабе лежит в данном формате поддержка формата добавлена в
207,2024-04-17,очередная статья от гугла без кода в попытках найти эффективную альтернативу стандартному механизму внимания в трансфромере человечество перевело не одни джунгли в амазонии выбросило тучу co2 за последние годы было предложено множество интересных механизмов эффективеого attention statespace модели и переосмыслены рекуррентные модели но все подходы так или иначе уступали в выразительности трансформеру и группа из google предложила очередную модификацию внимания способную работать с длинным контекстом с асимптотической линейной сложностью по вычислениям и компактной памятью не зависящей от длины за основу берут еще старый добрый который считает внимание в пределах некоторого сегмента фиксированного размера однако ограниченность такого подхода в том что кэши считаются только для последнего сегмента потому нет возможности учитывать контекст с прошлых окон и суммарный контекст ограничен размером сегмента на глубину сети в данной работе предложили привнести рекуррентность в transformerxl и поддерживают два состояния памяти 1 m размера в числителе 2 z размера i в знаменателе и некая комбинация составленная из этих сущностей и query в текущем сегменте выступает в качестве одного из членов в итоговой формуле attention которая будет определена чуть ниже состояние m обновляется после каждого сегмента через некоторую формулу с внешним произведением key valuе в текущем сегменте а z через сумму от ключей к которым применили функцию активации в данном сегменте те z является по существу скользящей суммой итоговый контекст получается как в данном окне и полученного выше относительный вес каждого слагаемого получается из обучаемого скаляра отдельного для каждой головы внимания метод валидируют на бенчмарках по языковому моделированию с длинным контекстом passkey retrieval и суммаризации книг 500k контекста в первом эксперименте берут трансформер с 12 слоями и hidden_dim 1024 по перплексии метод заметно опережает конкурентные подходы transformerxl при этом имея значительно меньшее потребление памяти c контекстом вплоть до 1m токенов на infinitransformer так же бьет и и обе с опцией будто бы существенно но не радикально идея объединить локальное контекстное окно с рекуррентной памятью не выглядит принципиально экспериментальная валидация в статье недостаточна не хватает очевидного сравнения с теми же моделями как мне кажется предложенный подход вряд ли сможет успешно решать с хорошей точность задачи требующие и способности запоминать несколько фактов одновременно из далекого прошлого разнесенных по времени с произвольными интервалами между ними
208,2024-04-18,после сегодняшнего релиза меты
209,2024-04-18,релиз 3 таки не оказался 18апрельской шуткой выпустили ровно спустя 8 месяцев после 2ой версии что известно на данный момент 1 15 t токенов на обучении в 7 раз больше чем у llama2 2 8к контекстное окно 3 95 обучающей выборки на английском и остальные 5 на других 30 языцех 4 instructionfinetuning включает sft dpo ppo 1 архитектура не поменялась не moe 2 8b тоже gqa 3 размер токенизатора увеличили до 128к 1 8b модель бьет модели аналогичного размера mistral gemma на бенчах 2 70b модель бьет geminipro1 15 mixtral 8x22b и claude 3 sonnet в ходе разработки собрали свой датасет из 1800 разнообразны инструкций на котором замерялись 1 400b модель которая еще учится предьявили метрики на чекпоинте от 15 апреля 2 будет техрепорт 3 накатят еще более длинный контекст
210,2024-04-21,aqlm квантизация добежала спустя 2 недели и 50 перезапусков сбоев инфраструктуры и прочих шалостей полтергейста ценность релиза еще дня 34 назад была бы на порядок больше но надо же было довести до ума давно обещанное история к сожалению не про локальный инференс на consumergrade gpu ибо даже сжатая модель весит 319 gb целевая аудитория обладатели gpu уровня от a40 a6000
211,2024-04-24,спасибо за наводку недели не прошло как llama3 появилась на свет как группа исследователей из китая с присущей только азиатам скоростью опубликовала исследования про то как разные методы квантования и дообучения квантованных моделей просаживают качество авторы рассматривают 8 болееменее современных методов ptq posttraining квантования rtn gptq awq quip billm smoothquant и два метода дообучения квантованных моделей qlora качество замеряют на стандартных бенчах по перплексии и 0shot на lmevalharness 5shot mmlu в первом случае рассматривают weight only квантование в 1 2 3 4 8 бит для всех методов окромя smoothquant и w4a4 w6a6 w8a8 квантование и весов и активаций для smoothquant для калибровки используют 128 последовательностей из wikitext2train длины 2к мало заметная просадка наблюдается уже в битах а при приближении к битам большинство методов полностью ломают модель или поднимают значение перплексии до 2значных значений против 1значных замеряют на 2к контекстном окне хотя было бы логичнее использовать 8к длине контекста на обучении для дообучения с qloraми используют инструкции из alpaca lora адаптеры применяют поверх квантования из bitsandbytes rtn в normalfloat4 что любопытно все файтьюны портят качество по сравнению с просто квантованной моделью варианта здесь два либо инструкции из alpaca слишком плохи либо авторы криво завели дообучение учитывая что можно было запустить дообучение с lr0 как минимум реально не просадить качество авторы явно предпочли скорость публикации ее качеству и полноте методы векторной квантизации никак не отражены в работе справедливости ради стоит заметить что они требуют значительно больших вычислительных затрат и времени по сравнению с рассмотренными выше тем не менее основное заключение статьи про то что качество сложнее сохранить при сжатии модели по сравнению с ее предшественниками и иными семействами открытых моделей похоже действительно имеет место полагаю что это логично ибо веса модели обученной на токенов в какомто смысле должны быть более насыщенными информацией
212,2024-04-25,вы llmками пользуетесь нет только квантуем красивое
213,2024-04-30,почему интеллектуальные люди часто близорукие они повышают frames per second за счет прорисовки текстур
214,2024-05-02,aqlm приняли на icml
215,2024-05-02,в основе всех ну почти всех современных архитектур лежит многослойный перцептрон mlp с обучаемыми матрицами сдвигами и фиксированными активациями и некоторым механизмом агрегации для пространственных входов свертки attention statespaces мамба гласит что при некоторых на целевую функцию и функции активации в сети достаточно большой сетью можно приблизить эту самую целевую функцию возникает вопрос ли такой подход по вычислениям точности и нельзя ли изобрести нечто лучшее в данной статье авторы переосмысляют и в некотором смысле обобщают парадигму построения многослойной сети в основе идеи лежит знаменитая что непрерывную многомерную функцию на ограниченной области можно всегда представить в виде композиции функций от одной переменной однако при этом теорема не дает явного вида этих функций которые могут оказаться сколько угодно плохими потому не реализуема на практике в данной статье предлагают выучивать сами параметризуя их некоторым образом каждое ребро между входным и выходным нейроном задается некоторой довольно общего вида традиционный mlp является одним из предлагаемой парадигмы в оригинальной теореме перцептрон всего с но ничто не мешает технически настакать их побольше на практике kanслой реализуется как с residual connections домноженный на константу такого сплайна довольно нетрививальна и для улучшения сходимости сплайн инициализирует так чтобы быть близким к нулю в начальный момент времени и сетка с узлами сплайна обновляется на лету при той же глубине и ширине в kanсети больше параметров чем в классической mlp в g g размер сетки раз но мотивация работы в том что kan требуется меньшая ширина для достижения сопоставимого качества далее авторы обосновывают что kan обладает значительно в сравнении c mlp и обходит проклятие размерности за счет того что представляет многомерную функцию в виде композиции одномерных тем самым переводя задачу эффективно в низкоразмерное пространство и выводят степенной закон убывания функции потерь для kan в однослойной сети аппроксимирующие функции могут быть очень плохими но с ростом глубины существуют все более способные решать целевую задачу по ходу дела для повышения выразительности сети можно добавлять в сплайн
216,2024-05-02,предлагаемую парадигму валидируют на аппроксимации явно заданных и еще в ряде физических приложений решении уравнений в исследовании в разных решеточных системах при том же числе параметров kan сходятся значительно и достигают качества по сравнению с традиционными архитектурами проблема переобучения тем не менее все равно может иметь место кроме того для повышения интерпретируемости авторы предлагают накладывать регуляризацию для удаления побочных связей в сети и полученная спарсифицированная сеть на игрушечных примерах действительно вполне интуитивна работа весьма занятная и интересная однако преждевременно утверждать что предложенный подход тут же возьмет и вытеснит mlp вопервых требуется валидация на реальных данных удивительно что авторы не показывают эксперименты на том же mnist или табличных данных которые должны быть по зубам даже исследователям с ограниченными ресурсами возможно kan просто имеют хороший для решения определенного круга задач кроме того текущая парадигма построения сетей хороша тем что удачно ложится на возможности современных gpu способных параллелизовать эффективно операции с большими тензорами kan же не настолько в этом отношении но могут найти свою нишу при инференсе на cpu и fpga для приложений математики и физики kan безусловно представляют интерес но можно ли ими заменить mlp в трансформере поживем увидим
217,2024-05-03,абитуриентов в принципе можно евалить как llmки вместо егэ давать ru а на вступительных давать проверяющему которого можно заменить gpt4 или зелибобой ответы двух абитуриентов без указания их имен и затем отсекать по elo score
218,2024-05-04,1x16 квантизации 3 на хабе 1 2 3 4 дело заняло несколько дольше времени чем предполагалось новую линейку llmок от меты оказалось сложнее квантовать по сравнению с предшественниками с приемлемой просадкой в качестве а выкладывать шлак под красивой этикеткой не позволял кодекс чести самурая пришлось улучшить процедуру файнтьюна больше токенов больше компьюта но в итоге добили до приемлемого качества пользуйтесь делитесь впечатлениями 8b версия великовата 4gb изза больших эмбедов и lm_head так как словарь большой в будущем планируем попробовать посжимать и эмбеды языковую голову
